dataset,audio_path,beats_path,has_downbeats
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne2-02.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne2-02.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-100604.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-100604.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104502.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104502.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104701.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104701.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Fire-13.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Fire-13.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104503.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104503.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne2-03.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne2-03.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105214.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105214.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Magic-03.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-03.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105002.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105002.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-103301.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103301.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104903.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104903.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104902.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104902.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105003.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105003.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Magic-02.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-02.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105215.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105215.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-103302.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103302.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105001.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105001.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Classics4-05.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-05.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104901.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104901.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Classics4-04.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-04.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-103303.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103303.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Magic-01.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-01.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105212.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105212.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Magic-05.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-05.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105004.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105004.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104905.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104905.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104904.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104904.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Classics4-01.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-01.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105005.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105005.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Magic-04.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-04.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105213.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105213.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105211.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105211.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105007.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105007.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Classics4-03.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-03.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Ballroom_Classics4-02.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-02.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105006.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105006.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105210.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105210.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105101.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105101.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105303.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105303.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105302.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105302.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105316.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105316.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne1-01.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne1-01.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105504.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105504.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Secret_Garden-01.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Secret_Garden-01.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104801.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104801.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104803.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104803.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne1-03.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne1-03.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105704.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105704.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105102.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105102.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105301.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105301.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105103.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105103.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne1-02.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne1-02.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104802.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104802.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Secret_Garden-02.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Secret_Garden-02.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Secret_Garden-06.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Secret_Garden-06.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105503.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105503.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105701.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105701.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne3-03.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne3-03.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105304.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105304.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105106.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105106.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne3-02.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne3-02.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105502.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105502.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104805.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104805.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Secret_Garden-05.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Secret_Garden-05.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105702.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105702.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105104.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105104.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105105.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105105.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Albums-Chrisanne3-01.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne3-01.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105703.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105703.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-105501.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105501.beats,True
ballroom,data/Ballroom/audio/BallroomData/Waltz/Media-104804.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104804.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104809.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104809.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Step_By_Step-10.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Step_By_Step-10.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Step_By_Step-11.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Step_By_Step-11.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Chrisanne1-08.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne1-08.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104607.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104607.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104407.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104407.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105309.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105309.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105308.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105308.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104406.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104406.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105907.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105907.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105708.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105708.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104210.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104210.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105318.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105318.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104211.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104211.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105709.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105709.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105509.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105509.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Chrisanne3-09.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne3-09.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104212.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104212.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Chrisanne3-08.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne3-08.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Chrisanne2-07.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne2-07.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-103308.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103308.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104507.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104507.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104711.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104711.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Magic-09.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-09.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104909.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104909.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104712.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104712.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104908.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104908.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104307.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104307.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105810.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105810.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105811.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105811.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-100610.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-100610.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105812.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105812.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-103315.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103315.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104308.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104308.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-100608.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-100608.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Classics4-12.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-12.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Classics4-13.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-13.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104309.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104309.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-100609.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-100609.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Classics4-11.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-11.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105809.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105809.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Magic-11.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-11.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105010.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105010.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-103307.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103307.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Classics4-14.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Classics4-14.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104508.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104508.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105011.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105011.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Ballroom_Magic-10.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Ballroom_Magic-10.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105511.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105511.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105510.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105510.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105710.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105710.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104209.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104209.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Chrisanne3-07.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne3-07.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104609.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104609.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105112.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105112.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Chrisanne1-07.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Chrisanne1-07.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104608.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104608.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104811.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104811.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104408.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104408.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105110.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105110.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105307.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105307.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-105111.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-105111.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Albums-Step_By_Step-09.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Step_By_Step-09.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104409.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104409.beats,True
ballroom,data/Ballroom/audio/BallroomData/VienneseWaltz/Media-104810.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-104810.beats,True
ballroom,data/Ballroom/audio/BallroomData/ChaChaCha/Media-106005.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-106005.beats,True
ballroom,data/Ballroom/audio/BallroomData/ChaChaCha/Media-103801.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103801.beats,True
ballroom,data/Ballroom/audio/BallroomData/ChaChaCha/Media-103803.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-103803.beats,True
ballroom,data/Ballroom/audio/BallroomData/ChaChaCha/Media-106006.wav,data/Ballroom/annotations/BallroomAnnotations-master/Media-106006.beats,True
ballroom,data/Ballroom/audio/BallroomData/ChaChaCha/Albums-Cafe_Paradiso-08.wav,data/Ballroom/annotations/BallroomAnnotations-master/Albums-Cafe_Paradiso-08.beats,True
